"Gene ID","Product","Evidence Code","Reference","Support for Evidence Code Assignment","Transcript ID(s)"
"PF3D7_1249800","THO complex subunit 2, putative","ISS","PMID:20798816","UniProt:P53552|Pfam:PF11262","PF3D7_1249800.1"
"PF3D7_1250100","osmiophilic body protein G377","IDA","PMID:8719156","N/A","PF3D7_1250100.1"
"PF3D7_1250800","DNA repair protein rhp16, putative","ISS","N/A","UniProt:P79051","PF3D7_1250800.1"
"PF3D7_1251600","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_1466800|GeneDB:PVP01_1468700|GeneDB:PmUG01_14084800","PF3D7_1251600.1"
"PF3D7_1251800","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_1467000|GeneDB:PVP01_1468900|GeneDB:PmUG01_14085000","PF3D7_1251800.1"
"PF3D7_1252100","rhoptry neck protein 3","IDA","PMID:21237287","N/A","PF3D7_1252100.1"
"PF3D7_1252200","chitinase","IDA","PMID:10570198","N/A","PF3D7_1252200.1"
"PF3D7_1252400","reticulocyte binding protein homologue 3, pseudogene","IDA","PMID:11349024","N/A","PF3D7_1252400.1"
"PF3D7_1252700","Plasmodium exported protein (PHISTb), unknown function","IDA","PMID:25106850","N/A","PF3D7_1252700.1"
"PF3D7_1253400","acyl-CoA synthetase","N/A","N/A","N/A","PF3D7_1253400.1"
"PF3D7_1255200","erythrocyte membrane protein 1, PfEMP1","N/A","N/A","N/A","PF3D7_1255200.1"
"PF3D7_1300100","erythrocyte membrane protein 1, PfEMP1","N/A","N/A","N/A","PF3D7_1300100.1"
"PF3D7_1300300","erythrocyte membrane protein 1, PfEMP1","N/A","N/A","N/A","PF3D7_1300300.1"
"PF3D7_1301600","erythrocyte binding antigen-140","IDA","PMID:11454199","N/A","PF3D7_1301600.1"
"PF3D7_1302100","gamete antigen 27/25","IDA","PMID:1852178","N/A","PF3D7_1302100.1"
"PF3D7_1302200","protein UIS3","IDA","PMID:29109477","N/A","PF3D7_1302200.1"
"PF3D7_1302600","deoxyhypusine hydroxylase","IDA","PMID:19740108","N/A","PF3D7_1302600.1"
"PF3D7_1303400","LisH domain-containing protein, putative","ISM","PMID:26791088","Pfam:PF08513","PF3D7_1303400.1"
"PF3D7_1303500","sodium/hydrogen exchanger","IDA","PMID:17353059","N/A","PF3D7_1303500.1"
"PF3D7_1303800","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1303800.1"
"PF3D7_1304000","condensin complex subunit 2, putative","ISM","PMID:32049018","Pfam:PF05786","PF3D7_1304000.1"
"PF3D7_1305000","MCL1 domain-containing protein, putative","ISM","N/A","Pfam:PF12341","PF3D7_1305000.1"
"PF3D7_1306500","MORN repeat protein, putative","ISM","N/A","InterPro:IPR003409","PF3D7_1306500.1"
"PF3D7_1307100","U3 small nucleolar RNA-associated protein 6, putative","ISM","N/A","Pfam:PF08640","PF3D7_1307100.1"
"PF3D7_1307900","tripartite motif protein, putative","ISM","PMID:21453511","Pfam:PF00643","PF3D7_1307900.1"
"PF3D7_1308400","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1308400.1"
"PF3D7_1308500","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1308500.1"
"PF3D7_1308600","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_1409000|GeneDB:PVP01_1409600|GeneDB:PmUG01_14025300","PF3D7_1308600.1"
"PF3D7_1308700","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_1409100|GeneDB:PVP01_1409700|GeneDB:PmUG01_14025400","PF3D7_1308700.1"
"PF3D7_1308900","mRNA-decapping enzyme 2, putative","ISS","PMID:17612404","UniProt:P53550","PF3D7_1308900.1"
"PF3D7_1309200","protein phosphatase PPM6, putative","ISO","PMID:25011111","GeneDB:PBANKA_140770","PF3D7_1309200.1"
"PF3D7_1309700","vacuolar protein sorting-associated protein 18, putative","ISS","PMID:24086721","UniProt:Q9P253|Pfam:PF05131","PF3D7_1309700.1"
"PF3D7_1310400","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1310400.1"
"PF3D7_1312000","malonyl CoA-acyl carrier protein transacylase","IDA","PMID:12549938","N/A","PF3D7_1312000.1"
"PF3D7_1312100","GYF domain-containing protein, putative","ISM","N/A","Pfam:PF02213","PF3D7_1312100.1"
"PF3D7_1312400","translation initiation factor IF-2, putative","ISS","PMID:25689481","UniProt:P0A705","PF3D7_1312400.1"
"PF3D7_1312800","protein AAP2","IDA","PMID:33830607","N/A","PF3D7_1312800.1"
"PF3D7_1312900","eukaryotic translation initation factor 4 gamma","IDA","PMID:19751846","N/A","PF3D7_1312900.1"
"PF3D7_1313200","methionyl-tRNA formyltransferase, putative","ISM","N/A","Pfam:PF00551|Pfam:PF02911","PF3D7_1313200.1"
"PF3D7_1313500","conserved Plasmodium membrane protein, unknown function","N/A","N/A","N/A","PF3D7_1313500.1"
"PF3D7_1313600","Clu domain-containing protein, putative","ISM","N/A","InterPro:IPR025697","PF3D7_1313600.1"
"PF3D7_1313800","conserved Plasmodium membrane protein, unknown function","N/A","N/A","N/A","PF3D7_1313800.1"
"PF3D7_1314200","telomerase reverse transcriptase","IDA","PMID:15722485","N/A","PF3D7_1314200.1"
"PF3D7_1315100","serine/threonine protein kinase PK9","IDA","PMID:17452636","N/A","PF3D7_1315100.1"
"PF3D7_1315200","heptatricopeptide repeat-containing protein, putative","ISM","PMID:30102371","N/A","PF3D7_1315200.1"
"PF3D7_1315800","transcription factor MYB1","IDA","PMID:15500927","N/A","PF3D7_1315800.1"
"PF3D7_1315900","exportin-T, putative","ISS","PMID:19348590","UniProt:O43592|UniProt:P33418|PANTHER:PTHR15952","PF3D7_1315900.1"
"PF3D7_1316100","inositol polyphosphate kinase, putative","ISO","PMID:23123170","GeneDB:PKH_141540","PF3D7_1316100.1"
"PF3D7_1316500","pre-mRNA-processing factor 40, putative","ISS","PMID:24934558","UniProt:Q6NWY9","PF3D7_1316500.1"
"PF3D7_1316700","conserved protein, unknown function","ISO","N/A","GeneDB:PCHAS_1417000|GeneDB:PVP01_1417600|UniProt:S8EWZ5","PF3D7_1316700.1"
"PF3D7_1317000","U4/U6.U5 tri-snRNP-associated protein 2, putative","ISS","PMID:21245033","UniProt:P43589|UniProt:Q53GS9","PF3D7_1317000.1"
"PF3D7_1317200","AP2 domain transcription factor AP2-FG, putative","ISO","PMID:31231888","GeneDB:PBANKA_1415700","PF3D7_1317200.1"
"PF3D7_1317300","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1317300.1"
"PF3D7_1317900","nucleolar complex protein 4, putative","ISM","N/A","InterPro:IPR027193","PF3D7_1317900.1"
"PF3D7_1318300","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1318300.1"
"PF3D7_1318400","structural maintenance of chromosomes protein 2, putative","ISO","PMID:32049018","GeneDB:PBANKA_1416900","PF3D7_1318400.1"
"PF3D7_1319100","ubiquitin carboxyl-terminal hydrolase MINDY, putative","ISM","N/A","Pfam:PF04424","PF3D7_1319100.1"
"PF3D7_1319300","tRNA (guanine(26)-N(2))-dimethyltransferase, putative","ISS","N/A","UniProt:P15565|Pfam:PF02005","PF3D7_1319300.1"
"PF3D7_1319400","conserved protein, unknown function","ISO","N/A","UniProt:A7AU90|UniProt:U6KJF2|UniProt:S8G4F4","PF3D7_1319400.1"
"PF3D7_1319600","ACDC domain-containing protein, putative","ISM","PMID:23181666","Pfam:PF14733","PF3D7_1319600.1"
"PF3D7_1320000","golgi protein 1","IDA","PMID:26375591","N/A","PF3D7_1320000.1"
"PF3D7_1320700","conserved protein, unknown function","ISO","PMID:33705380","UniProt:S8GEJ5","PF3D7_1320700.1"
"PF3D7_1321100","protein kinase domain-containing protein, putative","ISM","N/A","InterPro:IPR011009|InterPro:IPR000719","PF3D7_1321100.1"
"PF3D7_1321300","conserved Plasmodium membrane protein, unknown function","N/A","N/A","N/A","PF3D7_1321300.1"
"PF3D7_1321500","3',5'-cyclic nucleotide phosphodiesterase beta","IDA","PMID:30794532","N/A","PF3D7_1321500.1"
"PF3D7_1322300","BRCT domain-containing protein, putative","ISM","N/A","InterPro:IPR001357","PF3D7_1322300.1"
"PF3D7_1322600","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PVP01_1232000|GeneDB:PmUG01_12042100","PF3D7_1322600.1"
"PF3D7_1323500","plasmepsin V","IDA","PMID:16024107","N/A","PF3D7_1323500.1"
"PF3D7_1324000","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1324000.1"
"PF3D7_1324200","micro-fibrillar-associated protein, putative","ISM","N/A","Pfam:PF06991","PF3D7_1324200.1"
"PF3D7_1324300","conserved Plasmodium membrane protein, unknown function","N/A","N/A","N/A","PF3D7_1324300.1"
"PF3D7_1324600","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1324600.1"
"PF3D7_1324800","dihydrofolate synthase/folylpolyglutamate synthase","IDA","PMID:11223131","N/A","PF3D7_1324800.1"
"PF3D7_1324900","L-lactate dehydrogenase","IDA","PMID:8515777","N/A","PF3D7_1324900.1"
"PF3D7_1325000","U6 snRNA-associated Sm-like protein LSm6, putative","ISS","PMID:21245033","UniProt:Q06406","PF3D7_1325000.1"
"PF3D7_1325400","CRWN-like protein, putative","ISS","PMID:32017676","UniProt:F4HRT5","PF3D7_1325400.1"
"PF3D7_1325900","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1325900.1"
"PF3D7_1326500","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1326500.1"
"PF3D7_1326600","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1326600.1"
"PF3D7_1326700","conserved Apicomplexan protein, unknown function","ISO","PMID:27594426","UniProt:S7WAU9","PF3D7_1326700.1"
"PF3D7_1327000","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1327000.1"
"PF3D7_1327300","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1327300.1"
"PF3D7_1328000","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1328000.1"
"PF3D7_1328200","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1328200.1"
"PF3D7_1328400","conserved protein, unknown function","ISM","N/A","Pfam:PF06916","PF3D7_1328400.1"
"PF3D7_1328500","alpha/beta-hydrolase, putative","ISM","N/A","InterPro:IPR029058","PF3D7_1328500.1"
"PF3D7_1328600","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_1348300|GeneDB:PVP01_1225800|GeneDB:PmUG01_12035900","PF3D7_1328600.1"
"PF3D7_1329100","myosin F, putative","ISO","PMID:31283102","GeneDB:PBANKA_1344100","PF3D7_1329100.1"
"PF3D7_1329200","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_1348800|GeneDB:PVP01_1225300|GeneDB:PmUG01_12035300","PF3D7_1329200.1"
"PF3D7_1329400","AMP deaminase","IDA","PMID:31128470","N/A","PF3D7_1329400.1"
"PF3D7_1329500","conserved protein, unknown function","ISO","N/A","GeneDB:PCHAS_1349100|GeneDB:PVP01_1225000|UniProt:B6AJF7","PF3D7_1329500.1"
"PF3D7_1329600","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1329600.1"
"PF3D7_1329900","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1329900.1"
"PF3D7_1330500","CTLH domain-containing protein, putative","ISM","N/A","Pfam:PF10607","PF3D7_1330500.1"
"PF3D7_1331700","glutamine--tRNA ligase, putative","ISS","N/A","UniProt:P13188|InterPro:InterPro:IPR000924","PF3D7_1331700.1"
"PF3D7_1332200","conserved protein, unknown function","ISO","N/A","GeneDB:PCHAS_1351600|GeneDB:PVP01_1222500|UniProt:A7ANT7|UniProt:Q4UE15","PF3D7_1332200.1"
"PF3D7_1333100","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PVP01_1221600|GeneDB:PmUG01_12031500","PF3D7_1333100.1"
"PF3D7_1333300","transmembrane emp24 domain-containing protein, putative","ISM","N/A","Pfam:PF01105","PF3D7_1333300.1"
"PF3D7_1333500","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_1352800|GeneDB:PVP01_1221200|GeneDB:PmUG01_12031100","PF3D7_1333500.1"
"PF3D7_1333900","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1333900.1"
"PF3D7_1334200","chaperone binding protein, putative","ISM","PMID:21453511","Pfam:PF09229|Pfam:PF13414","PF3D7_1334200.1"
"PF3D7_1335300","reticulocyte binding protein 2 homologue b","IDA","PMID:11160005","N/A","PF3D7_1335300.1"
"PF3D7_1335400","reticulocyte binding protein 2 homologue a","IDA","PMID:11160005","N/A","PF3D7_1335400.1"
"PF3D7_1335600","WD repeat-containing protein, putative","ISM","N/A","InterPro:IPR036322","PF3D7_1335600.1"
"PF3D7_1335700","conserved oligomeric Golgi complex subunit 3, putative","ISS","PMID:24086721","UniProt:P40094","PF3D7_1335700.1"
"PF3D7_1335900","thrombospondin-related anonymous protein","IDA","PMID:3045563","N/A","PF3D7_1335900.1"
"PF3D7_1336200","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1336200.1"
"PF3D7_1336600","conserved protein, unknown function","ISO","N/A","GeneDB:PCHAS_1355000|UniProt:A7AWU3|UniProt:Q4UGD1|UniProt:S8GJM3","PF3D7_1336600.1"
"PF3D7_1337500","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1337500.1"
"PF3D7_1338100","26S proteasome regulatory subunit RPN3, putative","ISS","PMID:24533266","Pfam:PF08375|UniProt:O43242","PF3D7_1338100.1"
"PF3D7_1338600","conserved protein, unknown function","ISO","N/A","GeneDB:PCHAS_1356900|GeneDB:PVP01_1216100|UniProt:S8EZX4|UniProt:Q4U9H9","PF3D7_1338600.1"
"PF3D7_1338800","CPW-WPC family protein","ISM","N/A","Pfam:PF09717","PF3D7_1338800.1"
"PF3D7_1339600","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1339600.1"
"PF3D7_1339700","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1339700.1"
"PF3D7_1339900","ABC transporter B family member 5, putative","ISM","N/A","InterPro:IPR001140","PF3D7_1339900.1"
"PF3D7_1340000","secreted ookinete protein, putative","ISO","PMID:18761621","GeneDB:PBANKA_1353400","PF3D7_1340000.1"
"PF3D7_1340300","nucleolar complex protein 2, putative","ISM","N/A","Pfam:PF03715","PF3D7_1340300.1"
"PF3D7_1340500","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_1358500|GeneDB:PVP01_1214400|GeneDB:PmUG01_12024400","PF3D7_1340500.1"
"PF3D7_1341500","inner membrane complex suture component, putative","ISO","PMID:25691595","UniProt:S7URJ0","PF3D7_1341500.1"
"PF3D7_1341600","GPI mannosyltransferase 3","IDA","PMID:24489949","N/A","PF3D7_1341600.1"
"PF3D7_1342000","40S ribosomal protein S6","IDA","PMID:24913268","N/A","PF3D7_1342000.1"
"PF3D7_1342100","aconitate hydratase","IDA","PMID:15963579","N/A","PF3D7_1342100.1"
"PF3D7_1342200","conserved Plasmodium membrane protein, unknown function","N/A","N/A","N/A","PF3D7_1342200.1"
"PF3D7_1342600","myosin A","IDA","PMID:10749937","N/A","PF3D7_1342600.1"
"PF3D7_1342900","AP2 domain transcription factor AP2-HS","IDA","PMID:34400833","N/A","PF3D7_1342900.1"
"PF3D7_1343300","CDT1-like protein, putative","ISM","N/A","Pfam:PF08839","PF3D7_1343300.1"
"PF3D7_1343400","DNA repair protein RAD5, putative","ISS","N/A","Pfam:PF00176","PF3D7_1343400.1"
"PF3D7_1343800","VPS13 domain-containing protein, putative","ISM","N/A","Pfam:PF16909���","PF3D7_1343800.1"
"PF3D7_1344000","aminomethyltransferase, putative","ISM","N/A","Pfam:PF01571","PF3D7_1344000.1"
"PF3D7_1344200","endoplasmic reticulum chaperone GRP170","IDA","PMID:31087747","N/A","PF3D7_1344200.1"
"PF3D7_1344700","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1344700.1"
"PF3D7_1344900","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_1362400|GeneDB:PVP01_1209900|GeneDB:PmUG01_12020000","PF3D7_1344900.1"
"PF3D7_1345400","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1345400.1"
"PF3D7_1346400","VPS13 domain-containing protein, putative","ISM","N/A","InterPro:IPR026854","PF3D7_1346400.1"
"PF3D7_1346500","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_1364000|GeneDB:PVP01_1208300|GeneDB:PmUG01_12018400","PF3D7_1346500.1"
"PF3D7_1347100","DNA topoisomerase 3","IDA","PMID:33241842","N/A","PF3D7_1347100.1"
"PF3D7_1347900","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_1365300|GeneDB:PVP01_1206900|GeneDB:PmUG01_12017000","PF3D7_1347900.1"
"PF3D7_1348000","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_1365400|GeneDB:PVP01_1206800|GeneDB:PmUG01_12016900","PF3D7_1348000.1"
"PF3D7_1348200","step II splicing factor, putative","N/A","N/A","N/A","PF3D7_1348200.1"
"PF3D7_1348300","elongation factor Tu, putative","N/A","N/A","N/A","PF3D7_1348300.1"
"PF3D7_1348400","conserved Plasmodium membrane protein, unknown function","N/A","N/A","N/A","PF3D7_1348400.1"
"PF3D7_1348800","E1-E2 ATPase, putative","ISM","PMID:21453511","Pfam:PF00122","PF3D7_1348800.1"
"PF3D7_1349200","glutamate--tRNA ligase, putative","ISM","N/A","InterPro:IPR004526","PF3D7_1349200.1"
"PF3D7_1349300","tyrosine kinase-like protein","IDA","PMID:20582613","N/A","PF3D7_1349300.1"
"PF3D7_1350500","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1350500.1"
"PF3D7_1351000","phosphatidylinositol transfer protein, putative","ISM","N/A","InterPro:IPR001666","PF3D7_1351000.1"
"PF3D7_1351700","inner membrane complex protein 1f, putative","ISM","PMID:15533999","Pfam:PF12314","PF3D7_1351700.1"
"PF3D7_1351800","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1351800.1, PF3D7_1351800.2"
"PF3D7_1352000","GTP-binding protein, putative","ISM","N/A","InterPro:IPR006073","PF3D7_1352000.1"
"PF3D7_1352100","ABC transporter B family member 6, putative","ISM","N/A","InterPro:IPR001140","PF3D7_1352100.1"
"PF3D7_1352200","U3 small nucleolar RNA-associated protein 15, putative","ISS","PMID:26043001","UniProt:Q8TED0","PF3D7_1352200.1"
"PF3D7_1352400","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_1369700|GeneDB:PVP01_1202400|GeneDB:PmUG01_12012500","PF3D7_1352400.1"
"PF3D7_1352800","vacuolar fusion protein MON1, putative","ISS","PMID:25640905","UniProt:P53129|Pfam:PF03164","PF3D7_1352800.1"
"PF3D7_1353300","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_1129400|GeneDB:PVP01_1118400|GeneDB:PmUG01_11032500","PF3D7_1353300.1"
"PF3D7_1354800","metacaspase-1","IDA","PMID:21858231","N/A","PF3D7_1354800.1"
"PF3D7_1355200","RAP protein, putative","ISM","N/A","Pfam:PF08373","PF3D7_1355200.1"
"PF3D7_1355500","serine/threonine protein phosphatase 5","IDA","PMID:11897131","N/A","PF3D7_1355500.1"
"PF3D7_1355600","PhIL1 interacting protein PIP1","IDA","PMID:28985225","N/A","PF3D7_1355600.1"
"PF3D7_1355700","NLI interacting factor-like phosphatase, putative","ISO","PMID:25011111","GeneDB:PBANKA_113200","PF3D7_1355700.1"
"PF3D7_1356100","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_1131900|GeneDB:PVP01_1115800|GeneDB:PmUG01_11029900","PF3D7_1356100.1"
"PF3D7_1356400","phosphatase 2A regulatory subunit-related protein, putative","ISM","N/A","PANTHER:PTHR14095","PF3D7_1356400.1"
"PF3D7_1356800","serine/threonine protein kinase ARK3, putative","ISS","PMID:21166904","UniProt:O14965","PF3D7_1356800.1"
"PF3D7_1357400","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_1133200|GeneDB:PVP01_1114500|GeneDB:PmUG01_11028600","PF3D7_1357400.1"
"PF3D7_1357700","U3 small nucleolar RNA-associated protein 21, putative","ISS","PMID:26043001","UniProt:Q06078","PF3D7_1357700.1"
"PF3D7_1358000","patatin-like phospholipase, putative","ISS","PMID:28419631","UniProt:S8GAX0|Pfam:PF01734","PF3D7_1358000.1"
"PF3D7_1358200","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_1134000|GeneDB:PVP01_1113700|GeneDB:PmUG01_11027800","PF3D7_1358200.1"
"PF3D7_1358400","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_1134200|GeneDB:PVP01_1113500|GeneDB:PmUG01_11027600","PF3D7_1358400.1"
"PF3D7_1358500","zinc finger protein, putative","ISM","N/A","Pfam:PF03367","PF3D7_1358500.1"
"PF3D7_1358600","zinc finger protein, putative","ISM","N/A","InterPro:IPR000571","PF3D7_1358600.1"
"PF3D7_1359000","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1359000.1"
"PF3D7_1359100","riboflavin kinase, putative","ISS","N/A","Pfam:PF01687|UniProt:Q03778","PF3D7_1359100.1"
"PF3D7_1359500","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PBANKA_1135800|GeneDB:PVP01_1112400|GeneDB:PmUG01_11026500","PF3D7_1359500.1"
"PF3D7_1359600","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1359600.1"
"PF3D7_1359700","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PBANKA_1135900|GeneDB:PVP01_1112200|GeneDB:PmUG01_11026300","PF3D7_1359700.1"
"PF3D7_1359900","conserved Plasmodium membrane protein, unknown function","N/A","N/A","N/A","PF3D7_1359900.1"
"PF3D7_1360400","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_1136100|GeneDB:PVP01_1111500|GeneDB:PmUG01_11025600","PF3D7_1360400.1"
"PF3D7_1360500","guanylyl cyclase beta","IDA","PMID:10747978","N/A","PF3D7_1360500.1"
"PF3D7_1360700","E3 SUMO-protein ligase PIAS, putative","ISS","PMID:23943616","UniProt:O75925","PF3D7_1360700.1"
"PF3D7_1361100","protein transport protein Sec24A","IDA","PMID:18410493","N/A","PF3D7_1361100.1"
"PF3D7_1361200","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PBANKA_1137300|GeneDB:PVP01_1110800|GeneDB:PmUG01_11024900","PF3D7_1361200.1"
"PF3D7_1362600","conserved protein, unknown function","ISO","N/A","GeneDB:PF3D7_1362600|UniProt:S8EYD3","PF3D7_1362600.1"
"PF3D7_1362900","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1362900.1"
"PF3D7_1363100","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1363100.1"
"PF3D7_1363400","polyubiquitin binding protein, putative","ISS","PMID:23236186","UniProt:P36037","PF3D7_1363400.1"
"PF3D7_1363600","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1363600.1"
"PF3D7_1363700","protein AMR1","IDA","PMID:30726238","N/A","PF3D7_1363700.1"
"PF3D7_1364200","nucleoporin NUP205, putative","ISO","PMID:30050042","GeneDB:PBANKA_1140100","PF3D7_1364200.1"
"PF3D7_1364300","pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16","IDA","PMID:22982196","N/A","PF3D7_1364300.1"
"PF3D7_1364400","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1364400.1"
"PF3D7_1364600","aldehyde reductase, putative","ISM","N/A","Pfam:PF00248","PF3D7_1364600.1"
"PF3D7_1364700","WD repeat-containing protein, putative, pseudogene","ISM","N/A","Pfam:PF00400","PF3D7_1364700.1"
"PF3D7_1365300","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1365300.1"
"PF3D7_1366300","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_1141700|GeneDB:PVP01_1105700|GeneDB:PmUG01_11019900","PF3D7_1366300.1"
"PF3D7_1366400","rhoptry protein RHOP148","IDA","PMID:12706797","N/A","PF3D7_1366400.1"
"PF3D7_1366600","signal recognition particle receptor subunit alpha, putative","ISS","PMID:17919451","UniProt:P08240|UniProt:P32916","PF3D7_1366600.1"
"PF3D7_1366900","conserved protein, unknown function","ISO","N/A","GeneDB:PCHAS_1142300|GeneDB:PVP01_1105100|UniProt:A0A061D454|UniProt:Q4UIQ0","PF3D7_1366900.1"
"PF3D7_1367800","secreted ookinete protein, putative","N/A","N/A","N/A","PF3D7_1367800.1"
"PF3D7_1367900","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1367900.1"
"PF3D7_1368500","heptatricopeptide repeat-containing protein, putative","ISM","PMID:30102371","N/A","PF3D7_1368500.1"
"PF3D7_1368800","DNA repair endonuclease XPF, putative","ISS","PMID:25184562","UniProt:Q92889","PF3D7_1368800.1"
"PF3D7_1371600","erythrocyte binding like protein 1, pseudogene","IDA","PMID:10613703","N/A","PF3D7_1371600.1"
"PF3D7_1371700","serine/threonine protein kinase, FIKK family","IDA","PMID:32284562","N/A","PF3D7_1371700.1"
"PF3D7_1371900","Plasmodium exported protein, unknown function","RCA","PMID:16507167","N/A","PF3D7_1371900.1"
"PF3D7_1372200","histidine-rich protein III","N/A","N/A","N/A","PF3D7_1372200.1"
"PF3D7_1373500","erythrocyte membrane protein 1, PfEMP1","N/A","N/A","N/A","PF3D7_1373500.1"
"PF3D7_1400500","rifin","IDA","PMID:10430943","N/A","PF3D7_1400500.1"
"PF3D7_1401100","DnaJ protein, putative","ISM","N/A","Pfam:PF14308","PF3D7_1401100.1"
"PF3D7_1401400","early transcribed membrane protein 14.1","IDA","PMID:12686607","N/A","PF3D7_1401400.1"
"PF3D7_1402100","pseudouridine synthase, putative","ISM","N/A","InterPro:IPR020103","PF3D7_1402100.1"
"PF3D7_1402300","26S proteasome regulatory subunit RPN6","IDA","PMID:21368162","N/A","PF3D7_1402300.1"
"PF3D7_1402800","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_1040000|GeneDB:PVP01_1346000|GeneDB:PmUG01_13055500","PF3D7_1402800.1"
"PF3D7_1402900","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_1039900|GeneDB:PVP01_1345900|GeneDB:PmUG01_13055400","PF3D7_1402900.1"
"PF3D7_1403100","condensin complex subunit 1, putative","ISM","PMID:32049018","Pfam:PF12717","PF3D7_1403100.1"
"PF3D7_1403400","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1403400.1"
"PF3D7_1403800","nuclear formin-like protein MISFIT, putative","ISO","PMID:19662167","GeneDB:PBANKA_1038200","PF3D7_1403800.1"
"PF3D7_1404800","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PVP01_1344000|GeneDB:PmUG01_13053500","PF3D7_1404800.1"
"PF3D7_1405000","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_1038000|GeneDB:PVP01_1343800|GeneDB:PmUG01_13053300","PF3D7_1405000.1"
"PF3D7_1405100","GTPase-activating protein, putative","ISM","N/A","Pfam:PF00566","PF3D7_1405100.1"
